CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book
712894308,Existing Customer,47,M,4,High School,Married,$80K - $120K,Blue,37
714578283,Existing Customer,47,M,1,Graduate,Married,$60K - $80K,Blue,37
708419733,Attrited Customer,47,M,3,College,Single,$60K - $80K,Blue,39
780094008,Existing Customer,55,M,3,Doctorate,Married,$120K +,Blue,40
793581933,Existing Customer,50,M,3,High School,Single,$40K - $60K,Silver,44
823948308,Existing Customer,48,M,4,Post-Graduate,Unknown,$40K - $60K,Blue,44
710545158,Existing Customer,42,M,3,Unknown,Single,$120K +,Blue,36
799486158,Existing Customer,39,F,1,Graduate,Married,Less than $40K,Blue,29
798045708,Existing Customer,42,F,5,Graduate,Married,$40K - $60K,Blue,36
789907533,Attrited Customer,49,M,3,Graduate,Married,$80K - $120K,Blue,40
713295183,Existing Customer,48,M,2,Graduate,Divorced,$80K - $120K,Blue,29
720802833,Existing Customer,26,F,1,High School,Single,Less than $40K,Blue,13
720250158,Existing Customer,45,M,2,College,Single,$60K - $80K,Blue,33
804359133,Existing Customer,55,M,0,High School,Married,$120K +,Blue,49
710654808,Attrited Customer,46,M,4,Graduate,Single,$80K - $120K,Blue,36
721359183,Existing Customer,33,F,2,Unknown,Married,$40K - $60K,Blue,19
711128433,Existing Customer,55,M,3,Uneducated,Single,$40K - $60K,Blue,36
712454058,Existing Customer,49,M,1,Doctorate,Married,$120K +,Blue,38
712753758,Existing Customer,57,F,1,High School,Single,Less than $40K,Blue,41
716924058,Existing Customer,58,F,2,Uneducated,Married,$40K - $60K,Blue,49
820599333,Existing Customer,43,F,5,Graduate,Single,Less than $40K,Blue,38
719147208,Existing Customer,29,F,2,Unknown,Single,Less than $40K,Blue,21
718041033,Existing Customer,47,F,4,Graduate,Married,Less than $40K,Blue,36
771450708,Existing Customer,58,F,3,Graduate,Married,$40K - $60K,Blue,46
779134458,Attrited Customer,33,F,1,Doctorate,Single,Less than $40K,Blue,15
717759783,Existing Customer,47,F,4,Unknown,Single,Unknown,Blue,34
807136758,Attrited Customer,58,F,2,High School,Married,Less than $40K,Blue,53
709920258,Existing Customer,41,F,3,Graduate,Divorced,$40K - $60K,Blue,28
771196083,Existing Customer,47,M,4,Graduate,Married,$80K - $120K,Blue,34
751518633,Attrited Customer,48,M,5,Post-Graduate,Single,$120K +,Silver,41
715956258,Existing Customer,35,F,1,Uneducated,Married,Less than $40K,Blue,36
716461683,Existing Customer,47,F,3,Uneducated,Married,Less than $40K,Silver,36
778929783,Attrited Customer,40,M,3,Graduate,Divorced,$80K - $120K,Blue,22
712221408,Existing Customer,42,M,4,Graduate,Single,$40K - $60K,Blue,33
720810783,Attrited Customer,54,F,2,Graduate,Married,Unknown,Blue,44
806256333,Attrited Customer,41,M,4,Graduate,Unknown,$60K - $80K,Blue,36
709375158,Existing Customer,29,F,1,Unknown,Unknown,Unknown,Blue,36
816608808,Existing Customer,46,M,1,Graduate,Single,$80K - $120K,Blue,41
719286708,Existing Customer,50,F,1,Graduate,Single,Less than $40K,Blue,39
720642633,Existing Customer,43,F,4,Graduate,Single,$40K - $60K,Blue,24
771431133,Existing Customer,47,F,4,Graduate,Unknown,Less than $40K,Blue,35
714506583,Existing Customer,48,F,4,Graduate,Unknown,Less than $40K,Blue,38
770205708,Existing Customer,31,M,0,Unknown,Married,Less than $40K,Blue,25
720289533,Existing Customer,47,F,4,Unknown,Married,Unknown,Blue,42
710729358,Attrited Customer,40,F,2,High School,Single,Unknown,Blue,30
709922508,Existing Customer,40,F,4,Unknown,Married,Less than $40K,Blue,28
718888308,Existing Customer,53,M,3,Graduate,Single,$80K - $120K,Blue,36
748617858,Existing Customer,35,M,5,Uneducated,Single,$60K - $80K,Blue,28
717190533,Existing Customer,49,M,4,High School,Married,$60K - $80K,Blue,36
808045833,Existing Customer,49,M,3,Uneducated,Single,Less than $40K,Blue,44
820584408,Existing Customer,49,F,3,Graduate,Single,Less than $40K,Blue,44
789900633,Existing Customer,49,F,2,High School,Married,$40K - $60K,Blue,40
708967608,Existing Customer,53,F,1,Graduate,Single,Less than $40K,Blue,45
795784008,Attrited Customer,44,F,3,Graduate,Married,Less than $40K,Blue,38
779037408,Existing Customer,38,M,1,High School,Single,$40K - $60K,Blue,19
773108958,Existing Customer,55,F,2,Uneducated,Married,$40K - $60K,Blue,48
789713208,Attrited Customer,62,F,0,Doctorate,Single,Less than $40K,Blue,50
736893108,Existing Customer,33,F,2,Doctorate,Single,Less than $40K,Blue,26
715252383,Existing Customer,58,F,2,High School,Divorced,Unknown,Gold,36
717949983,Existing Customer,47,M,1,Uneducated,Married,$40K - $60K,Blue,36
798473808,Existing Customer,48,M,3,College,Married,$80K - $120K,Blue,42
715737258,Existing Customer,41,F,1,College,Married,Less than $40K,Blue,32
809951133,Attrited Customer,54,M,3,College,Single,$120K +,Blue,49
718697583,Existing Customer,45,M,3,Graduate,Divorced,$60K - $80K,Blue,36
818326083,Existing Customer,54,F,3,High School,Married,$40K - $60K,Blue,49
709311633,Existing Customer,41,M,2,Graduate,Unknown,$60K - $80K,Silver,36
712940508,Existing Customer,39,M,3,Unknown,Single,$40K - $60K,Blue,24
714735033,Existing Customer,45,F,5,Doctorate,Married,Less than $40K,Blue,34
784827108,Existing Customer,39,F,1,High School,Single,Less than $40K,Blue,33
710866758,Existing Customer,42,F,4,High School,Married,Less than $40K,Blue,31
786566733,Existing Customer,49,M,2,Unknown,Single,$80K - $120K,Blue,43
766273533,Existing Customer,53,M,2,Uneducated,Unknown,$80K - $120K,Blue,46
780045708,Existing Customer,42,F,3,Graduate,Single,$40K - $60K,Silver,26
779008158,Existing Customer,54,F,4,Graduate,Single,Less than $40K,Blue,43
718535733,Existing Customer,40,F,1,Uneducated,Divorced,Less than $40K,Blue,25
820276908,Attrited Customer,42,F,4,College,Married,$40K - $60K,Blue,37
717405408,Existing Customer,31,F,0,Post-Graduate,Single,Unknown,Blue,18
787595658,Existing Customer,57,F,3,Unknown,Single,Less than $40K,Blue,29
716041908,Existing Customer,54,F,1,High School,Single,Less than $40K,Blue,43
717241233,Existing Customer,60,F,1,Unknown,Single,Less than $40K,Blue,51
714629358,Attrited Customer,54,F,3,Graduate,Divorced,$40K - $60K,Blue,34
711118083,Existing Customer,54,F,4,Graduate,Divorced,Less than $40K,Blue,43
709467183,Existing Customer,56,M,3,Graduate,Married,$60K - $80K,Blue,40
713994108,Existing Customer,40,M,5,High School,Married,$60K - $80K,Blue,33
710279508,Existing Customer,52,M,2,Graduate,Married,$80K - $120K,Blue,42
734924658,Existing Customer,47,F,5,High School,Married,Less than $40K,Blue,36
714195108,Existing Customer,45,F,2,Post-Graduate,Single,Unknown,Blue,37
784998108,Existing Customer,33,M,3,High School,Married,$80K - $120K,Blue,22
778275783,Existing Customer,37,F,2,Unknown,Unknown,Less than $40K,Blue,27
809425533,Existing Customer,45,F,2,Uneducated,Divorced,$40K - $60K,Silver,40
789990333,Existing Customer,43,F,4,Graduate,Single,$40K - $60K,Blue,35
809296308,Existing Customer,46,M,2,College,Single,$80K - $120K,Blue,41
714569958,Existing Customer,38,F,2,Unknown,Single,Less than $40K,Blue,28
751469808,Existing Customer,36,M,3,Graduate,Married,$120K +,Blue,29
778456983,Existing Customer,38,F,2,Unknown,Single,Less than $40K,Blue,23
790102008,Existing Customer,37,M,3,Doctorate,Single,$60K - $80K,Blue,30
713580633,Existing Customer,46,M,3,Graduate,Married,$40K - $60K,Blue,32
712562433,Attrited Customer,48,F,2,Unknown,Married,Less than $40K,Blue,30
719514783,Existing Customer,39,F,3,Post-Graduate,Unknown,Unknown,Blue,26
717622308,Existing Customer,63,F,0,High School,Single,Less than $40K,Blue,36
708108333,Attrited Customer,47,F,3,Graduate,Married,Unknown,Blue,36
779122908,Existing Customer,55,F,3,Graduate,Single,$40K - $60K,Blue,37
712374708,Existing Customer,28,F,0,Graduate,Married,Unknown,Blue,15
709993158,Existing Customer,46,F,2,Graduate,Married,Less than $40K,Blue,31
714418983,Existing Customer,43,M,5,Graduate,Single,$40K - $60K,Blue,33
716663808,Existing Customer,57,F,3,High School,Married,Less than $40K,Blue,36
710489583,Existing Customer,41,F,3,Graduate,Unknown,Less than $40K,Blue,36
709330383,Existing Customer,37,F,1,Graduate,Single,Less than $40K,Silver,19
713030958,Existing Customer,57,F,2,College,Married,Less than $40K,Blue,44
713067033,Existing Customer,37,M,2,Uneducated,Single,Unknown,Blue,28
715572783,Existing Customer,51,M,3,Graduate,Married,$80K - $120K,Blue,31
710135058,Existing Customer,56,M,1,Graduate,Married,$80K - $120K,Blue,44
721473783,Existing Customer,35,F,3,Graduate,Married,Less than $40K,Blue,21
711659958,Existing Customer,65,F,0,Graduate,Married,$40K - $60K,Blue,56
716632758,Existing Customer,49,F,3,Graduate,Single,Less than $40K,Blue,36
756624183,Existing Customer,51,F,3,Graduate,Married,Less than $40K,Blue,44
716549058,Existing Customer,45,F,4,Uneducated,Married,$40K - $60K,Blue,36
716993058,Existing Customer,57,M,3,Unknown,Divorced,$60K - $80K,Blue,48
820383558,Existing Customer,45,M,4,High School,Married,$80K - $120K,Blue,40
713809833,Existing Customer,42,F,3,Graduate,Unknown,Unknown,Blue,32
820868508,Existing Customer,47,M,2,College,Married,$40K - $60K,Blue,43
717908208,Existing Customer,43,F,3,Graduate,Divorced,Less than $40K,Blue,36
820925433,Existing Customer,50,F,2,Post-Graduate,Single,Less than $40K,Blue,45
788379933,Existing Customer,41,M,3,Doctorate,Single,$60K - $80K,Blue,34
717280158,Existing Customer,49,M,3,Graduate,Married,Less than $40K,Blue,36
795232683,Existing Customer,53,F,1,College,Married,Less than $40K,Blue,47
714144258,Existing Customer,43,F,3,Graduate,Married,Less than $40K,Blue,34
711445233,Existing Customer,42,F,5,Uneducated,Single,Less than $40K,Blue,36
717212958,Existing Customer,55,M,2,Doctorate,Single,$80K - $120K,Blue,36
716022258,Attrited Customer,51,F,3,College,Single,Less than $40K,Blue,36
721488858,Existing Customer,53,M,3,Uneducated,Married,$60K - $80K,Silver,38
711852783,Existing Customer,46,M,2,Unknown,Married,$60K - $80K,Blue,36
720531633,Attrited Customer,55,F,1,Graduate,Unknown,Less than $40K,Blue,36
822969858,Existing Customer,61,F,0,Graduate,Married,Unknown,Blue,56
717583908,Existing Customer,57,M,1,High School,Single,$80K - $120K,Blue,45
720784833,Attrited Customer,48,F,3,Graduate,Single,Unknown,Blue,36
719679858,Existing Customer,58,F,2,Uneducated,Married,$40K - $60K,Blue,47
720892833,Existing Customer,50,F,3,Graduate,Married,$40K - $60K,Blue,39
808279158,Existing Customer,51,M,3,Graduate,Married,$80K - $120K,Blue,46
713904708,Existing Customer,40,F,3,Graduate,Married,Less than $40K,Blue,36
821521983,Existing Customer,51,F,3,High School,Single,Unknown,Blue,46
720991833,Attrited Customer,48,F,2,Doctorate,Married,Less than $40K,Blue,36
779078733,Existing Customer,55,M,2,Doctorate,Married,$60K - $80K,Blue,36
811907583,Existing Customer,45,F,4,Uneducated,Single,Unknown,Blue,40
822952158,Existing Customer,53,F,2,Graduate,Married,Less than $40K,Blue,49
714825408,Existing Customer,45,F,3,High School,Single,$40K - $60K,Blue,36
718514283,Existing Customer,46,M,4,High School,Single,$40K - $60K,Blue,36
716558283,Existing Customer,30,F,0,Graduate,Married,Less than $40K,Blue,36
803418783,Existing Customer,40,M,4,Graduate,Married,$60K - $80K,Blue,35
719538183,Existing Customer,47,M,1,High School,Married,$60K - $80K,Blue,36
815756058,Existing Customer,54,F,1,Graduate,Single,Less than $40K,Blue,49
780089658,Existing Customer,36,M,3,Unknown,Single,$60K - $80K,Blue,21
709415583,Existing Customer,37,F,2,Unknown,Single,Less than $40K,Blue,21
786087633,Existing Customer,60,M,0,Unknown,Married,$60K - $80K,Blue,54
771795933,Attrited Customer,49,M,4,Unknown,Single,$120K +,Blue,38
718951683,Existing Customer,48,F,2,Graduate,Married,Less than $40K,Blue,35
714932658,Existing Customer,42,F,4,College,Single,Unknown,Blue,34
713179083,Existing Customer,32,F,2,Uneducated,Single,Unknown,Blue,25
761818758,Existing Customer,43,M,1,Graduate,Single,Unknown,Blue,36
718403358,Existing Customer,49,F,2,High School,Divorced,$40K - $60K,Blue,33
718063083,Existing Customer,40,M,2,Graduate,Married,$40K - $60K,Blue,31
716723658,Existing Customer,37,F,2,Post-Graduate,Single,Less than $40K,Blue,28
757667133,Attrited Customer,54,M,2,College,Single,$80K - $120K,Blue,47
711561933,Existing Customer,57,F,1,Uneducated,Divorced,Less than $40K,Blue,47
815315058,Attrited Customer,48,F,4,High School,Married,$40K - $60K,Blue,43
718256658,Existing Customer,45,F,3,Uneducated,Married,Less than $40K,Blue,38
714272658,Attrited Customer,43,F,2,Uneducated,Single,Less than $40K,Blue,24
780199233,Existing Customer,33,M,2,Doctorate,Single,$120K +,Blue,23
789095958,Attrited Customer,50,M,1,Unknown,Single,$60K - $80K,Blue,38
717860358,Existing Customer,40,F,3,High School,Single,$40K - $60K,Blue,36
719874633,Attrited Customer,44,M,1,High School,Unknown,$80K - $120K,Gold,36
712024908,Existing Customer,56,F,1,College,Married,Less than $40K,Blue,36
709443633,Existing Customer,38,F,1,Uneducated,Married,Less than $40K,Blue,26
714680208,Existing Customer,50,F,1,High School,Married,Less than $40K,Blue,45
717774333,Attrited Customer,48,M,3,High School,Married,$60K - $80K,Blue,36
715215108,Existing Customer,54,F,2,Unknown,Married,Less than $40K,Blue,46
779340183,Existing Customer,53,F,1,College,Single,Less than $40K,Blue,35
797743233,Existing Customer,45,M,3,Uneducated,Unknown,$60K - $80K,Blue,39
719335233,Existing Customer,47,F,3,Uneducated,Married,Less than $40K,Silver,27
713996283,Existing Customer,32,F,2,Post-Graduate,Single,Less than $40K,Blue,36
806428908,Existing Customer,60,F,1,Graduate,Single,Unknown,Blue,55
711148308,Existing Customer,52,M,3,Graduate,Single,$60K - $80K,Blue,46
817029108,Existing Customer,47,F,4,Post-Graduate,Single,$40K - $60K,Blue,27
710829108,Existing Customer,59,F,1,Uneducated,Married,$40K - $60K,Blue,36
737962608,Existing Customer,48,F,4,College,Divorced,Less than $40K,Blue,41
714429258,Existing Customer,46,M,5,Doctorate,Single,$60K - $80K,Blue,39
713873658,Existing Customer,45,M,4,High School,Single,$120K +,Blue,37
813804783,Attrited Customer,41,F,1,High School,Single,$40K - $60K,Blue,36
772204758,Existing Customer,42,F,2,Post-Graduate,Unknown,Less than $40K,Blue,31
715784808,Existing Customer,57,F,4,Post-Graduate,Single,$40K - $60K,Blue,48
807161508,Existing Customer,26,M,1,Unknown,Single,Less than $40K,Blue,20
789282333,Existing Customer,62,F,0,Graduate,Married,Unknown,Blue,51
717574683,Existing Customer,53,F,3,Unknown,Married,$40K - $60K,Blue,46
717035283,Attrited Customer,46,M,1,Graduate,Single,$60K - $80K,Blue,37
780633483,Existing Customer,58,F,0,Graduate,Married,$40K - $60K,Blue,47
714722808,Existing Customer,50,M,1,College,Married,$80K - $120K,Blue,33
789466008,Existing Customer,47,M,5,Graduate,Married,$60K - $80K,Blue,38
713037333,Existing Customer,63,M,1,Graduate,Single,$80K - $120K,Blue,55
712381683,Existing Customer,42,F,4,Unknown,Married,Unknown,Blue,36
754457883,Existing Customer,49,M,2,Unknown,Single,Less than $40K,Blue,42
721315233,Existing Customer,47,M,4,High School,Single,$40K - $60K,Silver,32
714742758,Existing Customer,42,F,4,Uneducated,Single,Less than $40K,Blue,24
710116833,Attrited Customer,59,F,1,High School,Single,$40K - $60K,Blue,36
719539458,Existing Customer,46,F,3,Graduate,Single,Less than $40K,Blue,41
717331758,Existing Customer,44,M,4,Graduate,Married,$120K +,Blue,32
827476983,Attrited Customer,56,F,2,College,Single,Less than $40K,Blue,52
794494308,Existing Customer,42,M,3,Uneducated,Married,$120K +,Platinum,23
713135883,Existing Customer,65,F,0,High School,Married,Unknown,Blue,53
708331758,Existing Customer,47,F,2,Uneducated,Divorced,Unknown,Silver,35
738627708,Attrited Customer,49,F,2,Unknown,Single,Unknown,Blue,41
758340108,Existing Customer,39,F,2,Graduate,Single,Less than $40K,Silver,29
713764458,Existing Customer,53,M,2,Graduate,Single,$120K +,Blue,36
709173108,Attrited Customer,54,F,4,Graduate,Married,Unknown,Blue,40
711176133,Existing Customer,28,M,0,High School,Single,Less than $40K,Blue,36
719629308,Attrited Customer,55,F,2,Unknown,Single,Unknown,Silver,37
716835033,Existing Customer,54,F,2,Graduate,Married,Unknown,Blue,45
711614658,Existing Customer,37,F,2,Uneducated,Single,Less than $40K,Blue,30
716176683,Existing Customer,46,M,4,Graduate,Single,$80K - $120K,Blue,33
709455108,Existing Customer,49,F,4,Unknown,Married,Less than $40K,Blue,33
719260608,Existing Customer,38,M,3,Uneducated,Single,$60K - $80K,Silver,31
720379533,Attrited Customer,47,M,3,Unknown,Unknown,$120K +,Blue,36
772116408,Existing Customer,50,M,1,High School,Single,$40K - $60K,Blue,39
708714108,Existing Customer,42,F,3,High School,Single,Less than $40K,Silver,31
818926833,Existing Customer,34,F,3,College,Married,$40K - $60K,Blue,29
815088483,Existing Customer,28,F,1,Graduate,Divorced,Less than $40K,Blue,23
754886958,Existing Customer,48,F,3,College,Divorced,$40K - $60K,Blue,41
713246208,Existing Customer,65,M,1,Unknown,Single,$40K - $60K,Blue,56
709102458,Attrited Customer,47,M,2,High School,Single,$80K - $120K,Blue,36
720009558,Existing Customer,33,F,2,College,Single,Unknown,Gold,36
711887583,Attrited Customer,47,M,2,Unknown,Married,$80K - $120K,Blue,37
719121708,Existing Customer,41,M,2,Graduate,Married,$60K - $80K,Silver,31
714766383,Existing Customer,42,M,3,High School,Single,Less than $40K,Blue,24
712228458,Existing Customer,50,M,2,Unknown,Unknown,$120K +,Blue,32
716628633,Existing Customer,41,M,4,Uneducated,Single,$80K - $120K,Blue,33
719607183,Existing Customer,55,F,2,Graduate,Single,Unknown,Blue,42
721483158,Existing Customer,47,M,3,Graduate,Married,$60K - $80K,Blue,29
712437108,Existing Customer,49,M,3,Unknown,Married,$80K - $120K,Blue,42
709310433,Existing Customer,65,F,0,Unknown,Single,Less than $40K,Blue,56
779900808,Existing Customer,32,M,0,College,Single,$60K - $80K,Blue,16
789247458,Existing Customer,32,M,0,Graduate,Single,$40K - $60K,Blue,21
709558608,Existing Customer,39,M,3,Uneducated,Single,$80K - $120K,Blue,31
711263058,Existing Customer,29,F,1,Unknown,Single,Less than $40K,Blue,36
714425283,Existing Customer,50,F,2,High School,Married,Unknown,Blue,40
779888658,Existing Customer,56,M,1,Uneducated,Married,$80K - $120K,Blue,40
799011558,Existing Customer,43,M,3,Uneducated,Married,$120K +,Blue,37
716310633,Existing Customer,59,F,1,Post-Graduate,Single,Less than $40K,Blue,36
827628408,Existing Customer,40,M,4,Graduate,Married,$80K - $120K,Blue,36
708606633,Attrited Customer,56,F,3,Graduate,Married,$40K - $60K,Blue,44
717424458,Existing Customer,44,F,2,Post-Graduate,Married,Less than $40K,Blue,36
710094108,Existing Customer,33,M,3,Graduate,Single,$60K - $80K,Blue,27
710803008,Existing Customer,40,F,3,Doctorate,Married,Less than $40K,Blue,30
771224358,Existing Customer,54,F,4,Unknown,Married,Less than $40K,Blue,41
708888633,Attrited Customer,52,M,3,Doctorate,Married,$80K - $120K,Blue,36
714878508,Existing Customer,48,F,2,High School,Single,Less than $40K,Blue,36
721167783,Existing Customer,54,M,4,High School,Single,$80K - $120K,Blue,39
718349058,Existing Customer,49,M,3,High School,Married,$80K - $120K,Blue,39
708316008,Attrited Customer,59,F,1,Graduate,Single,Unknown,Blue,36
773667708,Attrited Customer,50,M,1,Graduate,Divorced,$60K - $80K,Blue,44
780276258,Existing Customer,53,M,2,High School,Married,$120K +,Blue,39
767294658,Attrited Customer,56,M,2,College,Single,$120K +,Blue,50
718866633,Existing Customer,46,M,2,College,Married,$80K - $120K,Blue,36
718307433,Existing Customer,50,F,0,Graduate,Single,Less than $40K,Blue,36
719995008,Existing Customer,44,F,4,Graduate,Married,Unknown,Blue,36
716023533,Existing Customer,49,F,1,Post-Graduate,Single,Unknown,Blue,39
779925033,Existing Customer,38,F,4,Graduate,Married,$40K - $60K,Blue,22
714868608,Existing Customer,52,F,4,Graduate,Married,Less than $40K,Blue,36
710869008,Existing Customer,47,F,3,Graduate,Single,Unknown,Blue,36
721517208,Existing Customer,41,M,4,Unknown,Married,Less than $40K,Blue,30
779324358,Existing Customer,49,F,2,Uneducated,Single,Less than $40K,Blue,31
717297708,Existing Customer,47,F,1,Graduate,Single,Unknown,Blue,37
713320008,Existing Customer,48,M,3,Graduate,Single,$80K - $120K,Blue,37
719488008,Existing Customer,39,F,1,Graduate,Married,Less than $40K,Blue,36
779484408,Existing Customer,37,M,1,Unknown,Married,$60K - $80K,Blue,19
708877458,Existing Customer,50,F,3,Uneducated,Married,Unknown,Blue,34
822964683,Existing Customer,51,F,1,Graduate,Single,Less than $40K,Blue,47
719960133,Existing Customer,42,M,3,College,Single,$80K - $120K,Silver,26
779241783,Existing Customer,67,M,1,Uneducated,Married,$40K - $60K,Blue,49
787623858,Existing Customer,43,M,2,Uneducated,Divorced,$120K +,Silver,24
718645308,Existing Customer,35,M,4,College,Married,Less than $40K,Blue,36
710159658,Existing Customer,46,M,5,High School,Married,$120K +,Blue,32
711643458,Existing Customer,50,F,1,Uneducated,Married,Less than $40K,Blue,43
717123858,Existing Customer,36,F,1,Graduate,Married,$40K - $60K,Blue,36
826717533,Existing Customer,42,M,3,Graduate,Unknown,$80K - $120K,Blue,38
720031908,Existing Customer,55,M,2,Doctorate,Married,$60K - $80K,Blue,36
715478733,Existing Customer,56,F,5,Graduate,Married,Less than $40K,Blue,36
712595433,Existing Customer,58,M,2,Uneducated,Unknown,$120K +,Blue,49
709623483,Existing Customer,56,M,2,High School,Married,$120K +,Blue,41
712072908,Existing Customer,48,M,4,College,Single,$80K - $120K,Blue,36
719523108,Existing Customer,61,M,0,Post-Graduate,Single,$60K - $80K,Blue,36
712160058,Attrited Customer,59,F,2,Uneducated,Married,Less than $40K,Blue,51
802031583,Existing Customer,53,M,2,Uneducated,Single,$80K - $120K,Blue,47
794054058,Existing Customer,50,F,2,Graduate,Single,Less than $40K,Blue,44
712837233,Existing Customer,46,M,2,High School,Single,$120K +,Blue,36
771097683,Attrited Customer,43,M,2,High School,Single,$120K +,Blue,30
803231058,Existing Customer,53,M,3,High School,Single,Less than $40K,Blue,47
714151533,Existing Customer,55,F,1,Graduate,Married,$40K - $60K,Blue,46
711231558,Existing Customer,58,M,3,High School,Married,$60K - $80K,Blue,40
709547658,Attrited Customer,39,M,2,Uneducated,Single,$60K - $80K,Blue,36
824915208,Existing Customer,44,F,3,Doctorate,Married,Unknown,Blue,40
716225433,Existing Customer,60,M,1,Uneducated,Single,$80K - $120K,Blue,51
714869958,Existing Customer,55,M,2,Uneducated,Single,$120K +,Blue,36
708412758,Attrited Customer,33,F,3,Graduate,Single,Less than $40K,Blue,36
714387108,Existing Customer,51,M,3,Graduate,Single,$80K - $120K,Blue,43
714781908,Existing Customer,43,M,3,Graduate,Single,$60K - $80K,Blue,35
719806233,Existing Customer,36,M,1,Graduate,Single,$120K +,Blue,20
717843783,Existing Customer,33,F,1,College,Single,Less than $40K,Silver,17
817663908,Existing Customer,60,F,1,Graduate,Married,$40K - $60K,Blue,42
827051808,Attrited Customer,44,F,0,College,Married,Less than $40K,Blue,40
719528958,Existing Customer,57,F,3,College,Single,$40K - $60K,Blue,36
711934308,Existing Customer,38,M,3,Graduate,Single,$40K - $60K,Blue,19
721096983,Existing Customer,34,F,2,Graduate,Single,Less than $40K,Blue,36
708620283,Existing Customer,35,M,1,Unknown,Single,$60K - $80K,Blue,25
711474333,Attrited Customer,57,F,2,Uneducated,Single,Less than $40K,Blue,51
788996058,Existing Customer,47,F,2,High School,Married,Less than $40K,Blue,34
718623783,Existing Customer,56,M,2,College,Married,$120K +,Blue,36
809589783,Existing Customer,41,M,4,Post-Graduate,Married,$40K - $60K,Silver,36
720520308,Attrited Customer,46,F,4,Graduate,Married,Less than $40K,Blue,28
826261008,Attrited Customer,48,F,3,Graduate,Unknown,Less than $40K,Blue,44
720905133,Attrited Customer,43,M,3,Graduate,Unknown,$80K - $120K,Blue,29
719728383,Existing Customer,38,F,4,Graduate,Married,Unknown,Blue,28
718994583,Existing Customer,48,F,2,College,Single,Less than $40K,Blue,35
767653233,Existing Customer,48,M,3,Graduate,Married,$60K - $80K,Blue,42
708864708,Existing Customer,46,M,3,College,Unknown,$80K - $120K,Blue,36
711890808,Existing Customer,42,F,3,Graduate,Married,Less than $40K,Blue,36
720235608,Existing Customer,60,F,0,Graduate,Unknown,Less than $40K,Blue,36
715776033,Existing Customer,46,M,5,Uneducated,Single,$60K - $80K,Blue,33
814593858,Existing Customer,58,M,3,High School,Single,$120K +,Blue,53
716608608,Attrited Customer,41,M,2,Uneducated,Married,$80K - $120K,Blue,33
709531908,Existing Customer,53,M,3,High School,Married,$60K - $80K,Blue,47
823606983,Existing Customer,39,M,2,College,Married,$60K - $80K,Blue,35
714078558,Attrited Customer,62,F,1,High School,Married,$40K - $60K,Blue,53
708205083,Existing Customer,38,F,1,High School,Married,Less than $40K,Blue,28
712545183,Existing Customer,51,F,4,Uneducated,Single,Less than $40K,Blue,37
713924283,Attrited Customer,61,M,0,Graduate,Single,$60K - $80K,Blue,54
778936008,Existing Customer,46,F,4,High School,Married,Unknown,Blue,30
717112533,Existing Customer,52,F,1,Graduate,Unknown,Less than $40K,Blue,42
720133908,Existing Customer,41,M,2,Post-Graduate,Single,$40K - $60K,Blue,27
823922208,Existing Customer,49,M,3,Unknown,Single,$60K - $80K,Blue,45
713484483,Existing Customer,36,F,4,Uneducated,Single,Unknown,Silver,21
807722658,Existing Customer,51,F,2,Graduate,Single,Less than $40K,Blue,46
758787333,Existing Customer,52,M,3,Uneducated,Unknown,$120K +,Blue,45
708083283,Attrited Customer,58,M,0,Unknown,Single,$40K - $60K,Blue,45
715209333,Existing Customer,32,M,0,High School,Single,$60K - $80K,Blue,36
806165208,Existing Customer,47,M,1,Doctorate,Divorced,$60K - $80K,Blue,42
772590408,Existing Customer,41,M,5,Unknown,Married,$80K - $120K,Blue,31
789200208,Existing Customer,40,F,4,Uneducated,Married,Unknown,Blue,29
710923533,Existing Customer,38,M,4,Unknown,Single,$120K +,Blue,31
788646858,Existing Customer,41,F,3,Graduate,Married,Less than $40K,Blue,29
709980783,Existing Customer,51,F,3,High School,Divorced,Less than $40K,Blue,36
788920308,Existing Customer,51,F,2,High School,Married,Less than $40K,Blue,37
711708408,Existing Customer,52,F,3,High School,Married,Unknown,Blue,43
809358708,Existing Customer,38,M,3,Unknown,Single,$80K - $120K,Blue,33
717579258,Attrited Customer,36,M,1,Unknown,Unknown,$40K - $60K,Blue,36
710751033,Attrited Customer,31,F,1,Graduate,Single,Less than $40K,Blue,13
814987983,Existing Customer,37,F,2,College,Single,$40K - $60K,Blue,32
710927733,Existing Customer,39,M,1,Unknown,Married,$80K - $120K,Blue,36
720927183,Existing Customer,56,F,4,Graduate,Married,Less than $40K,Blue,36
710986758,Existing Customer,43,M,3,High School,Single,$60K - $80K,Blue,30
715503558,Existing Customer,57,F,3,High School,Married,Less than $40K,Blue,36
719106783,Existing Customer,52,M,1,High School,Single,$80K - $120K,Blue,41
708394908,Existing Customer,44,M,0,High School,Single,$40K - $60K,Blue,33
721202058,Existing Customer,62,F,0,High School,Unknown,$40K - $60K,Blue,49
713639958,Existing Customer,46,F,4,Graduate,Divorced,Less than $40K,Blue,36
717045033,Existing Customer,45,F,3,Unknown,Married,Unknown,Blue,36
721250358,Existing Customer,50,M,2,Unknown,Married,$40K - $60K,Blue,36
